Sn	Sp	Acc	MCC	<<Cutoff
0.788732	0.669405	0.677512	0.239936	0.0465522
0.788732	0.668378	0.676555	0.239262	0.0465192
0.788732	0.667351	0.675598	0.238589	0.0464009
0.788732	0.666324	0.674641	0.237918	0.0452997
0.788732	0.665298	0.673684	0.237249	0.0449638
0.788732	0.664271	0.672727	0.236582	0.0448393
0.788732	0.663244	0.67177	0.235917	0.0447772
0.788732	0.662218	0.670813	0.235253	0.0446699
0.788732	0.661191	0.669856	0.234591	0.0441981
0.788732	0.660164	0.6689	0.23393	0.0440567
0.788732	0.659138	0.667943	0.233272	0.0440007
0.788732	0.658111	0.666986	0.232615	0.0439932
0.788732	0.657084	0.666029	0.231959	0.0438863
0.788732	0.656057	0.665072	0.231306	0.0437995
0.788732	0.655031	0.664115	0.230654	0.0437571
0.788732	0.654004	0.663158	0.230003	0.0435956
0.788732	0.652977	0.662201	0.229354	0.0434457
0.788732	0.651951	0.661244	0.228707	0.04341
0.788732	0.650924	0.660287	0.228062	0.0433672
0.788732	0.649897	0.65933	0.227418	0.0430453
0.788732	0.648871	0.658373	0.226775	0.04294
0.788732	0.647844	0.657416	0.226134	0.0425076
0.788732	0.646817	0.656459	0.225495	0.0424948
0.788732	0.645791	0.655502	0.224857	0.0421176
0.788732	0.644764	0.654545	0.224221	0.0421137
0.788732	0.643737	0.653589	0.223586	0.0419849
0.788732	0.64271	0.652632	0.222952	0.0417317
0.788732	0.641684	0.651675	0.222321	0.0415415
0.788732	0.640657	0.650718	0.22169	0.0414971
0.788732	0.63963	0.649761	0.221061	0.0412224
0.788732	0.638604	0.648804	0.220434	0.0409492
0.788732	0.637577	0.647847	0.219808	0.0403622
0.788732	0.63655	0.64689	0.219183	0.0398494
0.788732	0.635524	0.645933	0.21856	0.0397109
0.788732	0.634497	0.644976	0.217938	0.0396947
0.788732	0.63347	0.644019	0.217318	0.0394364
0.788732	0.632444	0.643062	0.216699	0.0392886
0.788732	0.631417	0.642105	0.216082	0.038998
0.788732	0.63039	0.641148	0.215465	0.0389536
0.788732	0.629363	0.640191	0.214851	0.0385685
0.788732	0.628337	0.639234	0.214237	0.0376341
0.788732	0.62731	0.638278	0.213625	0.0375947
0.788732	0.626283	0.637321	0.213014	0.0373432
0.788732	0.625257	0.636364	0.212405	0.0371749
0.802817	0.625257	0.637321	0.219547	0.036804
0.802817	0.62423	0.636364	0.218937	0.0367292
0.802817	0.623203	0.635407	0.218328	0.0365334
0.802817	0.622177	0.63445	0.217721	0.0365313
0.802817	0.62115	0.633493	0.217115	0.0361919
0.802817	0.620123	0.632536	0.216511	0.036067
0.802817	0.619097	0.631579	0.215907	0.0360036
0.802817	0.61807	0.630622	0.215305	0.0358853
0.802817	0.617043	0.629665	0.214705	0.0358592
0.802817	0.616016	0.628708	0.214105	0.0358511
0.802817	0.61499	0.627751	0.213507	0.0358439
0.802817	0.613963	0.626794	0.21291	0.0358351
0.802817	0.612936	0.625837	0.212314	0.0357903
0.816901	0.612936	0.626794	0.219434	0.0357564
0.816901	0.61191	0.625837	0.218838	0.0355315
0.816901	0.610883	0.62488	0.218243	0.0354403
0.816901	0.609856	0.623923	0.21765	0.035389
0.816901	0.60883	0.622967	0.217058	0.0352465
0.816901	0.607803	0.62201	0.216467	0.0351961
0.816901	0.606776	0.621053	0.215877	0.0351283
0.816901	0.605749	0.620096	0.215288	0.0350907
0.816901	0.604723	0.619139	0.214701	0.0346879
0.816901	0.603696	0.618182	0.214115	0.0345962
0.816901	0.602669	0.617225	0.21353	0.0339398
0.816901	0.601643	0.616268	0.212946	0.0337256
0.816901	0.600616	0.615311	0.212363	0.0336957
0.816901	0.599589	0.614354	0.211781	0.0336151
0.816901	0.598563	0.613397	0.211201	0.0331244
0.816901	0.597536	0.61244	0.210622	0.0329675
0.816901	0.596509	0.611483	0.210043	0.0329334
0.816901	0.595483	0.610526	0.209466	0.0329328
0.830986	0.595483	0.611483	0.216564	0.032887
0.830986	0.594456	0.610526	0.215987	0.0328857
0.830986	0.593429	0.609569	0.215411	0.0325715
0.830986	0.592402	0.608612	0.214836	0.0322728
0.830986	0.591376	0.607656	0.214263	0.0321774
0.830986	0.590349	0.606699	0.21369	0.0321635
0.830986	0.589322	0.605742	0.213119	0.0319322
0.830986	0.588296	0.604785	0.212548	0.0317981
0.830986	0.587269	0.603828	0.211979	0.0317914
0.830986	0.586242	0.602871	0.211411	0.031762
0.830986	0.585216	0.601914	0.210844	0.0313302
0.830986	0.584189	0.600957	0.210277	0.0312623
0.830986	0.583162	0.6	0.209712	0.0310026
0.830986	0.582136	0.599043	0.209148	0.0306037
0.830986	0.581109	0.598086	0.208585	0.0305888
0.830986	0.580082	0.597129	0.208023	0.0305805
0.830986	0.579055	0.596172	0.207462	0.0303534
0.830986	0.578029	0.595215	0.206902	0.029856
0.830986	0.577002	0.594258	0.206343	0.0296176
0.830986	0.575975	0.593301	0.205785	0.0293757
0.830986	0.574949	0.592344	0.205228	0.0292241
0.830986	0.573922	0.591388	0.204672	0.0287396
0.830986	0.572895	0.590431	0.204116	0.0284725
0.830986	0.571869	0.589474	0.203562	0.0284617
0.830986	0.570842	0.588517	0.203009	0.0284245
0.830986	0.569815	0.58756	0.202457	0.0280387
0.830986	0.568789	0.586603	0.201905	0.0279609
0.830986	0.567762	0.585646	0.201355	0.0278675
0.830986	0.566735	0.584689	0.200805	0.0276983
0.830986	0.565708	0.583732	0.200257	0.0276214
0.830986	0.564682	0.582775	0.199709	0.0276068
0.84507	0.564682	0.583732	0.206788	0.0275519
0.84507	0.563655	0.582775	0.206241	0.0271686
0.84507	0.562628	0.581818	0.205695	0.0271328
0.84507	0.561602	0.580861	0.20515	0.0268682
0.84507	0.560575	0.579904	0.204606	0.0267857
0.84507	0.559548	0.578947	0.204062	0.0267363
0.84507	0.558522	0.57799	0.20352	0.0264741
0.84507	0.557495	0.577033	0.202978	0.0264341
0.84507	0.556468	0.576077	0.202437	0.026383
0.84507	0.555441	0.57512	0.201898	0.0262038
0.84507	0.554415	0.574163	0.201359	0.0262019
0.859155	0.554415	0.57512	0.208436	0.0261722
0.859155	0.553388	0.574163	0.207898	0.0261072
0.859155	0.552361	0.573206	0.207361	0.0259436
0.859155	0.551335	0.572249	0.206825	0.0258379
0.873239	0.551335	0.573206	0.213902	0.0256803
0.873239	0.550308	0.572249	0.213367	0.0256067
0.873239	0.549281	0.571292	0.212833	0.0255531
0.873239	0.548255	0.570335	0.212299	0.0254995
0.873239	0.547228	0.569378	0.211767	0.0254415
